#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-05-10T16:41:16 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-05-10T16:41:16	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-source=J/ApJ/833/225/table3&-order=I&-out=Name&-out=Teff&-out=logg&-out=[Fe/H]&-out=xi&-out=Pop&-out=Z&-out=Species&-out=N&-out=[X/H]LTE&-out=e_[X/H]LTE&-out=[X/Fe]LTE&-out=[X/H]NLTE&-out=e_[X/H]NLTE&-out=[X/Fe]NLTE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18330225
#Name: J/ApJ/833/225
#Title: -2.6<=[Fe/H]<=0.2 F and G dwarfs. II. Abundances (Zhao+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apj/833/225	    IVOID of underlying data collection
#INFO	creator=Zhao G.	    First author or institution
#INFO	cites=bibcode:2016ApJ...833..225Z	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/833/225	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18330225	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_833_225_table3:
#Name: J/ApJ/833/225/table3
#Title: Summary of the obtained stellar abundances
#Column	Name	(A10)	Object, Simbad name	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[4810/6600] Object effective temperature, derived (1)	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	[3/4.8] Object surface gravity, derived (1)	[ucd=phys.gravity]
#Column	[Fe/H]	(F5.2)	[-2.7/0.3] Object metallicity, derived (1)	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0.6/2] Microturbulence velocity, derived (1)	[ucd=phys.veloc.microTurb]
#Column	Pop	(a10)	Object Galactic population (Halo, Thick disk or Thin disk)	[ucd=src.class]
#Column	Z	(I2)	[3/63]? Atomic number	[ucd=meta.id]
#Column	Species	(A5)	Chemical species investigated	[ucd=meta.note]
#Column	N	(I2)	[0/29]? Number of lines fit	[ucd=meta.number]
#Column	[X/H]LTE	(F5.2)	[-3.6/2.8]? Abundance, relative to hydrogen, LTE case	[ucd=phys.abund]
#Column	e_[X/H]LTE	(F5.2)	[0/0.3]? Uncertainty in [X/H]LTE	[ucd=stat.error;phys.abund]
#Column	[X/Fe]LTE	(F5.2)	[-1.1/0.7]? Abundance, relative to iron, LTE case	[ucd=phys.abund]
#Column	[X/H]NLTE	(F5.2)	[-3.3/2.7]? Abundance, relative to hydrogen, NLTE case	[ucd=phys.abund]
#Column	e_[X/H]NLTE	(F5.2)	[0/0.3]? Uncertainty in [X/H]NLTE	[ucd=stat.error;phys.abund]
#Column	[X/Fe]NLTE	(F5.2)	[-0.8/0.7]? Abundance, relative to iron, NLTE case	[ucd=phys.abund]
Name	Teff	logg	[Fe/H]	xi	Pop	Z	Species	N	[X/H]LTE	e_[X/H]LTE	[X/Fe]LTE	[X/H]NLTE	e_[X/H]NLTE	[X/Fe]NLTE
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	13	Al I 	 1	-2.75	     	-0.66	-2.26	     	-0.17
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	14	Si I 	 1	-1.70	     	 0.39	-1.68	     	 0.41
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	14	Si II	 0	     	     	     	     	     	
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	19	K I  	 1	-2.10	     	-0.01	-2.02	     	 0.07
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	20	Ca I 	 3	-1.84	 0.10	 0.25	-1.72	 0.12	 0.37
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	21	Sc II	 2	-2.24	 0.07	-0.15	-2.16	 0.02	-0.08
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	22	Ti II	 6	-1.73	 0.05	 0.36	-1.72	 0.05	 0.37
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	26	Fe I 	15	-2.10	 0.06	-0.01	-2.06	 0.06	 0.03
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	26	Fe II	 6	-2.09	 0.04	 0.00	-2.09	 0.04	 0.00
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	29	Cu I 	 0	     	     	     	     	     	
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	38	Sr II	 2	-2.01	 0.04	 0.08	-2.14	 0.04	-0.05
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	40	Zr II	 1	-1.68	     	 0.41	-1.67	     	 0.42
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	56	Ba II	 2	-2.26	 0.03	-0.17	-2.03	 0.02	 0.06
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	63	Eu II	 1	-1.45	     	 0.64	-1.46	     	 0.63
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	 3	Li I 	 1	 2.15	     	     	 2.14	     	
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	 6	C I  	 0	     	     	     	     	     	
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	  	CH   	 0	     	     	     	     	     	
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	 8	O I  	 2	-1.81	 0.03	 0.63	-1.75	 0.01	 0.69
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	11	Na I 	 2	-2.61	 0.01	-0.17	-2.76	 0.04	-0.32
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	12	Mg I 	 2	-2.19	 0.01	 0.25	-2.14	 0.01	 0.30
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	13	Al I 	 1	-3.16	     	-0.72	-2.60	     	-0.16
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	14	Si I 	 1	-2.21	     	 0.23	-2.21	     	 0.23
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	14	Si II	 0	     	     	     	     	     	
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	19	K I  	 0	     	     	     	     	     	
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	20	Ca I 	 2	-2.14	 0.10	 0.30	-2.00	 0.04	 0.44
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	21	Sc II	 3	-2.52	 0.03	-0.08	-2.37	 0.02	 0.07
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	22	Ti II	 3	-2.17	 0.04	 0.27	-2.15	 0.05	 0.29
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	26	Fe I 	12	-2.50	 0.08	-0.06	-2.40	 0.08	 0.04
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	26	Fe II	 5	-2.44	 0.09	 0.00	-2.44	 0.09	 0.00
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	29	Cu I 	 0	     	     	     	     	     	
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	38	Sr II	 2	-2.55	 0.01	-0.11	-2.61	 0.06	-0.17
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	40	Zr II	 1	-1.82	     	 0.62	-1.80	     	 0.64
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	56	Ba II	 2	-3.01	 0.00	-0.57	-2.83	 0.00	-0.39
BD+24 1676	6210	 3.90	-2.44	 1.5	Halo      	63	Eu II	 0	     	     	     	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	 3	Li I 	 1	 2.26	     	     	 2.24	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	 6	C I  	 0	     	     	     	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	  	CH   	10	-1.66	 0.05	 0.25	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	 8	O I  	 2	-1.47	 0.27	 0.44	-1.31	 0.25	 0.60
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	11	Na I 	 2	-1.97	 0.01	-0.06	-2.13	 0.01	-0.22
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	12	Mg I 	 2	-1.63	 0.07	 0.28	-1.62	 0.07	 0.29
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	13	Al I 	 1	-2.24	     	-0.33	-1.93	     	-0.02
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	14	Si I 	 2	-1.60	 0.01	 0.31	-1.58	 0.01	 0.33
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	14	Si II	 0	     	     	     	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	19	K I  	 0	     	     	     	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	20	Ca I 	 9	-1.68	 0.05	 0.23	-1.60	 0.05	 0.31
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	21	Sc II	 0	     	     	     	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	22	Ti II	 7	-1.59	 0.08	 0.32	-1.58	 0.08	 0.33
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	26	Fe I 	18	-1.96	 0.06	-0.05	-1.96	 0.06	-0.05
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	26	Fe II	10	-1.91	 0.08	 0.00	-1.91	 0.08	 0.00
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	29	Cu I 	 0	     	     	     	     	     	
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	38	Sr II	 2	-1.94	 0.00	-0.03	-2.01	 0.01	-0.10
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	40	Zr II	 2	-1.65	 0.03	 0.26	-1.65	 0.03	 0.26
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	56	Ba II	 3	-2.21	 0.06	-0.30	-2.06	 0.06	-0.15
BD+29 2091	5860	 4.67	-1.91	 0.8	Halo      	63	Eu II	 1	-1.37	     	 0.54	-1.36	     	 0.55
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	 3	Li I 	 1	 1.51	     	     	 1.53	     	
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	 6	C I  	 2	-1.83	 0.13	 0.12	-1.67	 0.11	 0.28
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	  	CH   	13	-1.63	 0.03	 0.32	     	     	
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	 8	O I  	 2	-1.40	 0.01	 0.55	-1.27	 0.01	 0.68
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	11	Na I 	 2	-1.93	 0.03	 0.02	-2.17	 0.03	-0.22
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	12	Mg I 	 3	-1.66	 0.08	 0.29	-1.63	 0.07	 0.32
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	13	Al I 	 1	-2.34	     	-0.39	-1.87	     	 0.08
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	14	Si I 	 2	-1.64	 0.03	 0.31	-1.60	 0.05	 0.36
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	14	Si II	 0	     	     	     	     	     	
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	19	K I  	 0	     	     	     	     	     	
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	20	Ca I 	14	-1.77	 0.06	 0.18	-1.66	 0.05	 0.29
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	21	Sc II	 3	-2.00	 0.03	-0.05	-1.91	 0.01	 0.04
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	22	Ti II	12	-1.66	 0.06	 0.29	-1.66	 0.06	 0.29
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	26	Fe I 	21	-2.02	 0.06	-0.07	-2.00	 0.06	-0.05
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	26	Fe II	14	-1.95	 0.09	 0.00	-1.95	 0.09	 0.00
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	29	Cu I 	 1	-2.67	     	-0.72	-2.45	     	-0.50
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	38	Sr II	 2	-1.64	 0.00	 0.31	-1.69	 0.01	 0.26
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	40	Zr II	 2	-1.37	 0.04	 0.58	-1.35	 0.02	 0.60
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	56	Ba II	 3	-1.85	 0.07	 0.10	-1.80	 0.03	 0.15
BD+37 1458	5500	 3.70	-1.95	 1.0	Halo      	63	Eu II	 1	-1.49	     	 0.46	-1.49	     	 0.46
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	 3	Li I 	 0	     	     	     	     	     	
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	 6	C I  	 0	     	     	     	     	     	
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	  	CH   	10	-2.03	 0.02	 0.03	     	     	
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	 8	O I  	 0	     	     	     	     	     	
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	11	Na I 	 2	-2.27	 0.01	-0.21	-2.34	 0.01	-0.28
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	12	Mg I 	 3	-1.83	 0.09	 0.23	-1.84	 0.08	 0.22
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	13	Al I 	 1	-2.14	     	-0.08	-1.99	     	 0.07
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	14	Si I 	 2	-1.71	 0.06	 0.35	-1.70	 0.06	 0.36
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	14	Si II	 0	     	     	     	     	     	
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	19	K I  	 1	-1.98	     	 0.08	-1.89	     	 0.17
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	20	Ca I 	 6	-1.90	 0.06	 0.16	-1.83	 0.05	 0.23
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	21	Sc II	 2	-2.11	 0.11	-0.05	-2.07	 0.09	-0.01
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	22	Ti II	 5	-1.81	 0.08	 0.25	-1.80	 0.08	 0.26
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	26	Fe I 	21	-2.09	 0.06	-0.03	-2.09	 0.06	-0.03
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	26	Fe II	 9	-2.06	 0.15	 0.00	-2.06	 0.15	 0.00
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	29	Cu I 	 0	     	     	     	     	     	
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	38	Sr II	 2	-2.08	 0.01	-0.02	-2.09	 0.00	-0.03
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	40	Zr II	 2	-1.65	 0.02	 0.41	-1.65	 0.01	 0.41
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	56	Ba II	 2	-2.34	 0.06	-0.28	-2.21	 0.01	-0.15
BD+66 0268	5300	 4.72	-2.06	 0.6	Halo      	63	Eu II	 1	-1.39	     	 0.67	-1.39	     	 0.67
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	 3	Li I 	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	 6	C I  	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	  	CH   	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	 8	O I  	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	11	Na I 	 2	-2.13	 0.11	 0.07	-2.32	 0.05	-0.12
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	12	Mg I 	 1	-1.94	     	 0.26	-1.89	     	 0.31
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	13	Al I 	 1	-3.01	     	-0.81	-2.49	     	-0.29
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	14	Si I 	 1	-2.00	     	 0.20	-1.97	     	 0.23
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	14	Si II	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	19	K I  	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	20	Ca I 	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	21	Sc II	 4	-2.19	 0.03	 0.01	-2.08	 0.01	 0.12
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	22	Ti II	 6	-1.86	 0.03	 0.34	-1.85	 0.02	 0.35
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	26	Fe I 	16	-2.28	 0.06	-0.08	-2.20	 0.06	 0.00
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	26	Fe II	11	-2.20	 0.09	 0.00	-2.20	 0.09	 0.00
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	29	Cu I 	 0	     	     	     	     	     	
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	38	Sr II	 2	-2.12	 0.03	 0.08	-2.24	 0.01	-0.04
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	40	Zr II	 2	-1.88	 0.01	 0.32	-1.86	 0.01	 0.34
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	56	Ba II	 2	-2.69	 0.05	-0.49	-2.43	 0.03	-0.23
BD-04 3208	6390	 4.08	-2.20	 1.4	Halo      	63	Eu II	 1	-1.96	     	 0.24	-1.83	     	 0.37
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	 3	Li I 	 1	 2.18	     	     	 2.16	     	
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	 6	C I  	 3	-2.61	 0.06	 0.01	-2.42	 0.03	 0.20
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	  	CH   	 0	     	     	     	     	     	
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	 8	O I  	 3	-2.19	 0.18	 0.43	-2.09	 0.17	 0.53
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	11	Na I 	 2	-2.58	 0.10	 0.04	-2.70	 0.05	-0.09
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	12	Mg I 	 2	-2.37	 0.01	 0.25	-2.32	 0.04	 0.30
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	13	Al I 	 1	-3.38	     	-0.76	-2.84	     	-0.22
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	14	Si I 	 1	-2.44	     	 0.18	-2.33	     	 0.29
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	14	Si II	 0	     	     	     	     	     	
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	19	K I  	 0	     	     	     	     	     	
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	20	Ca I 	 2	-2.24	 0.01	 0.38	-2.14	 0.04	 0.48
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	21	Sc II	 3	-2.72	 0.02	-0.10	-2.56	 0.02	 0.06
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	22	Ti II	16	-2.29	 0.06	 0.33	-2.29	 0.06	 0.33
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	26	Fe I 	 8	-2.76	 0.06	-0.14	-2.62	 0.06	 0.00
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	26	Fe II	 5	-2.62	 0.09	 0.00	-2.62	 0.09	 0.00
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	29	Cu I 	 0	     	     	     	     	     	
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	38	Sr II	 2	-2.56	 0.09	 0.06	-2.56	 0.02	 0.06
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	40	Zr II	 0	     	     	     	     	     	
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	56	Ba II	 2	-3.41	 0.00	-0.79	-3.20	 0.00	-0.58
BD-13 3442	6400	 3.95	-2.62	 1.4	Halo      	63	Eu II	 0	     	     	     	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	 3	Li I 	 1	 2.47	     	     	 2.46	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	 6	C I  	 0	     	     	     	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	  	CH   	11	-1.74	 0.07	 0.30	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	 8	O I  	 0	     	     	     	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	11	Na I 	 1	-1.83	     	 0.21	-1.84	     	 0.20
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	12	Mg I 	 2	-1.85	 0.06	 0.19	-1.80	 0.07	 0.24
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	13	Al I 	 1	-2.24	     	-0.20	-1.77	     	 0.27
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	14	Si I 	 2	-1.70	 0.04	 0.34	-1.65	 0.03	 0.39
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	14	Si II	 0	     	     	     	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	19	K I  	 0	     	     	     	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	20	Ca I 	 6	-1.82	 0.07	 0.22	-1.70	 0.08	 0.34
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	21	Sc II	 3	-2.08	 0.04	-0.04	-2.04	 0.01	 0.00
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	22	Ti II	12	-1.69	 0.07	 0.35	-1.68	 0.07	 0.36
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	26	Fe I 	17	-2.10	 0.08	-0.06	-2.06	 0.08	-0.02
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	26	Fe II	12	-2.04	 0.06	 0.00	-2.04	 0.06	 0.00
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	29	Cu I 	 0	     	     	     	     	     	
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	38	Sr II	 2	-1.98	 0.01	 0.06	-2.13	 0.00	-0.09
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	40	Zr II	 2	-1.67	 0.05	 0.37	-1.65	 0.04	 0.39
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	56	Ba II	 4	-2.12	 0.07	-0.08	-2.00	 0.05	 0.04
G090-003  	6007	 3.90	-2.04	 1.3	Halo      	63	Eu II	 1	-1.54	     	 0.50	-1.54	     	 0.50

