#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-13T18:38:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a783cd26d7c	
#INFO	-out.max=9999	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=9999
#-out.all=2
#-order=I
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/tablea1}&key:source=J/MNRAS/403/1413/tablea1&HTTPPRM:&&-ref=VIZ62a783cd26d7c&-out.max=1000&-out.form=ascii table&-out.all=2&-order=I&-oc.form=sexa&-out.src=J/MNRAS/403/1413/tablea1&-out=M0&-out=Z0&-out=Pulse&-out=Mcore&-out=Mcsh&-out=tcsh&-out=Ddredge&-out=lam&-out=lam.dup&-out=T(He-sh)&-out=Tbce&-out=T(H-sh)&-out=iPulse&-out=Mtot&-out=Lmax&-out=LHe.max&-out=Rmax&-out=Mbol&-out=Teff&-out=Yields&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/403/1413/tablea1
#-source=J/MNRAS/403/1413/tablea1
#-out=M0
#-out=Z0
#-out=Pulse
#-out=Mcore
#-out=Mcsh
#-out=tcsh
#-out=Ddredge
#-out=lam
#-out=lam.dup
#-out=T(He-sh)
#-out=Tbce
#-out=T(H-sh)
#-out=iPulse
#-out=Mtot
#-out=Lmax
#-out=LHe.max
#-out=Rmax
#-out=Mbol
#-out=Teff
#-out=Yields
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table	J_MNRAS_403_1413_tablea1:
#Name: J/MNRAS/403/1413/tablea1
#Title: Structural information from the new AGB models
#Column	M0	(F5.2)	[1/6] Initial mass	[ucd=phys.mass]
#Column	Z0	(F7.4)	Initial metallicity (0.0200, 0.0080, 0.0040, 0.0001)	[ucd=phys.abund.Z]
#Column	Pulse	(I4)	Pulse number	[ucd=meta.id]
#Column	Mcore	(F5.3)	Core mass	[ucd=phys.mass]
#Column	Mcsh	(E9.2)	Maximum mass of the intershell convection zone	[ucd=phys.mass]
#Column	tcsh	(F6.1)	Duration of intershell convection	[ucd=time.interval]
#Column	Ddredge	(E9.2)	Mass dredged into the envelope	[ucd=phys.mass]
#Column	lam	(E9.2)	Extent of the partial mixing zone, lambda	[ucd=stat.fit.param]
#Column	lam.dup	(D13.6)	{lambda}_dup_ defined by Goriely & Mowlavi (2000A&A...362..599G) (1)	[ucd=stat.fit.param]
#Column	T(He-sh)	(E9.2)	Maximum temperature in the He-shell	[ucd=phys.temperature]
#Column	Tbce	(E9.2)	Maximum temperature at the base of the convective envelope during the previous interpulse period	[ucd=phys.temperature]
#Column	T(H-sh)	(E9.2)	Maximum temperature in the H-shell during the previous interpulse period	[ucd=phys.temperature]
#Column	iPulse	(E9.2)	Interpulse period (note that the first entry is set to zero)	[ucd=time.period]
#Column	Mtot	(F5.3)	Total mass	[ucd=phys.mass]
#Column	Lmax	(E9.2)	Maximum radiated luminosity during the previous interpulse period	[ucd=phys.luminosity]
#Column	LHe.max	(E9.2)	Maximum He-luminosity during a thermal pulse	[ucd=phys.luminosity]
#Column	Rmax	(E9.2)	Maximum stellar radius during the previous interpulse period	[ucd=phys.size.radius;stat.max]
#Column	Mbol	(F6.2)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Teff	(F5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	Yields	(a6)	Yields for the various elements	[ucd=meta.ref.url]
M0	Z0	Pulse	Mcore	Mcsh	tcsh	Ddredge	lam	lam.dup	T(He-sh)	Tbce	T(H-sh)	iPulse	Mtot	Lmax	LHe.max	Rmax	Mbol	Teff	Yields
 4.50	 0.0001	   1	0.886	 2.06e-03	  36.5	 0.00e+00	 0.00e+00	 0.000000e+00	 2.18e+08	 8.32e+06	 8.93e+07	 0.00e+00	4.456	 1.51e+04	 4.62e+04	 2.04e+02	 -5.73	 4559	Yields
 4.50	 0.0001	   2	0.888	 3.28e-03	  25.3	 3.70e-04	 2.08e-01	 1.130391e-01	 2.51e+08	 1.31e+07	 9.37e+07	 1.04e+04	4.454	 1.69e+04	 4.68e+05	 2.19e+02	 -5.85	 4543	Yields
 4.50	 0.0001	   3	0.889	 3.30e-03	  20.6	 5.85e-04	 4.81e-01	 1.771138e-01	 2.63e+08	 1.61e+07	 9.50e+07	 5.93e+03	4.452	 1.77e+04	 8.66e+05	 2.25e+02	 -5.90	 4526	Yields
 4.50	 0.0001	   4	0.889	 3.33e-03	  20.3	 8.96e-04	 6.33e-01	 2.685625e-01	 2.73e+08	 2.08e+07	 9.49e+07	 6.29e+03	4.450	 1.87e+04	 1.60e+06	 2.33e+02	 -5.96	 4512	Yields
 4.50	 0.0001	   5	0.890	 3.38e-03	  18.5	 1.50e-03	 9.29e-01	 4.442326e-01	 2.83e+08	 2.77e+07	 9.41e+07	 6.53e+03	4.448	 1.98e+04	 2.93e+06	 2.41e+02	 -6.02	 4496	Yields
 4.50	 0.0001	   6	0.891	 3.46e-03	  18.5	 1.82e-03	 9.51e-01	 5.261471e-01	 2.93e+08	 3.84e+07	 9.30e+07	 6.90e+03	4.444	 2.12e+04	 5.81e+06	 2.52e+02	 -6.09	 4477	Yields
 4.50	 0.0001	   7	0.891	 3.55e-03	  18.3	 2.02e-03	 9.35e-01	 5.698873e-01	 3.01e+08	 5.10e+07	 9.24e+07	 7.24e+03	4.439	 2.26e+04	 1.07e+07	 2.62e+02	 -6.17	 4455	Yields
 4.50	 0.0001	   8	0.891	 3.59e-03	  19.1	 2.22e-03	 9.20e-01	 6.181867e-01	 3.08e+08	 6.44e+07	 9.21e+07	 7.56e+03	4.430	 2.50e+04	 1.71e+07	 2.80e+02	 -6.27	 4440	Yields
 4.50	 0.0001	   9	0.891	 3.64e-03	  19.0	 2.27e-03	 8.74e-01	 6.243657e-01	 3.15e+08	 7.29e+07	 9.19e+07	 7.77e+03	4.419	 2.79e+04	 2.60e+07	 3.00e+02	 -6.39	 4411	Yields
 4.50	 0.0001	  10	0.892	 3.64e-03	  18.9	 2.42e-03	 9.39e-01	 6.635354e-01	 3.19e+08	 7.91e+07	 9.21e+07	 7.54e+03	4.405	 2.93e+04	 3.25e+07	 3.10e+02	 -6.45	 4376	Yields
 4.50	 0.0001	  11	0.892	 3.75e-03	  18.6	 2.35e-03	 8.31e-01	 6.246488e-01	 3.26e+08	 8.29e+07	 9.25e+07	 8.01e+03	4.388	 3.10e+04	 4.99e+07	 3.21e+02	 -6.51	 4367	Yields
 4.50	 0.0001	  12	0.892	 3.81e-03	  19.0	 2.53e-03	 8.51e-01	 6.626783e-01	 3.30e+08	 8.44e+07	 9.26e+07	 8.28e+03	4.366	 3.27e+04	 6.65e+07	 3.33e+02	 -6.57	 4344	Yields
 4.50	 0.0001	  13	0.893	 3.87e-03	  18.4	 2.61e-03	 8.48e-01	 6.739120e-01	 3.34e+08	 8.55e+07	 9.26e+07	 8.45e+03	4.339	 3.46e+04	 8.47e+07	 3.45e+02	 -6.63	 4329	Yields
 4.50	 0.0001	  14	0.893	 3.90e-03	  15.9	 2.75e-03	 8.61e-01	 7.067580e-01	 3.38e+08	 8.62e+07	 9.26e+07	 8.68e+03	4.308	 3.62e+04	 1.06e+08	 3.56e+02	 -6.68	 4310	Yields
 4.50	 0.0001	  15	0.893	 3.96e-03	  16.6	 2.64e-03	 8.12e-01	 6.682940e-01	 3.41e+08	 8.66e+07	 9.26e+07	 8.74e+03	4.271	 3.76e+04	 1.31e+08	 3.66e+02	 -6.72	 4296	Yields
 4.50	 0.0001	  16	0.893	 3.93e-03	  16.5	 2.89e-03	 8.61e-01	 7.361836e-01	 3.32e+08	 8.69e+07	 9.25e+07	 8.93e+03	4.229	 3.89e+04	 1.45e+08	 3.74e+02	 -6.76	 4282	Yields
 4.50	 0.0001	  17	0.893	 3.96e-03	  16.2	 3.27e-03	 9.56e-01	 8.252006e-01	 3.39e+08	 8.71e+07	 9.24e+07	 9.01e+03	4.181	 4.00e+04	 1.72e+08	 3.82e+02	 -6.79	 4271	Yields
 4.50	 0.0001	  18	0.894	 3.98e-03	  17.7	 2.94e-03	 8.43e-01	 7.377867e-01	 3.34e+08	 8.72e+07	 9.23e+07	 9.10e+03	4.127	 4.10e+04	 1.90e+08	 3.89e+02	 -6.81	 4260	Yields
 4.50	 0.0001	  19	0.894	 4.00e-03	   9.5	 2.99e-03	 8.59e-01	 7.486699e-01	 2.60e+08	 8.72e+07	 9.22e+07	 9.05e+03	4.069	 4.17e+04	 2.12e+08	 3.94e+02	 -6.83	 4248	Yields
 4.50	 0.0001	  20	0.894	 4.01e-03	  17.6	 3.24e-03	 9.21e-01	 8.064133e-01	 3.42e+08	 8.72e+07	 9.21e+07	 9.08e+03	4.005	 4.24e+04	 2.34e+08	 4.00e+02	 -6.85	 4238	Yields
 4.50	 0.0001	  21	0.894	 4.03e-03	  17.8	 3.04e-03	 8.56e-01	 7.544900e-01	 3.41e+08	 8.72e+07	 9.19e+07	 9.12e+03	3.935	 4.30e+04	 2.44e+08	 4.04e+02	 -6.86	 4229	Yields
 4.50	 0.0001	  22	0.894	 4.06e-03	  18.9	 3.45e-03	 9.60e-01	 8.496396e-01	 3.51e+08	 8.71e+07	 9.18e+07	 9.16e+03	3.859	 4.34e+04	 2.83e+08	 4.09e+02	 -6.87	 4218	Yields
 4.50	 0.0001	  23	0.895	 4.05e-03	  18.5	 3.05e-03	 8.39e-01	 7.520117e-01	 3.40e+08	 8.70e+07	 9.16e+07	 9.21e+03	3.777	 4.38e+04	 3.00e+08	 4.13e+02	 -6.88	 4208	Yields
 4.50	 0.0001	  24	0.895	 4.05e-03	  18.8	 3.01e-03	 8.35e-01	 7.421910e-01	 3.40e+08	 8.68e+07	 9.13e+07	 9.08e+03	3.690	 4.39e+04	 3.13e+08	 4.15e+02	 -6.89	 4199	Yields
 4.50	 0.0001	  25	0.895	 4.06e-03	  19.4	 3.49e-03	 9.51e-01	 8.607320e-01	 3.42e+08	 8.66e+07	 9.12e+07	 9.20e+03	3.595	 4.42e+04	 3.32e+08	 4.19e+02	 -6.89	 4191	Yields
 4.50	 0.0001	  26	0.895	 4.06e-03	  18.9	 3.22e-03	 8.77e-01	 7.932147e-01	 3.46e+08	 8.64e+07	 9.09e+07	 9.16e+03	3.494	 4.42e+04	 3.51e+08	 4.22e+02	 -6.89	 4182	Yields
 4.50	 0.0001	  27	0.895	 4.05e-03	  19.6	 3.16e-03	 8.64e-01	 7.800844e-01	 3.44e+08	 8.61e+07	 9.07e+07	 9.08e+03	3.387	 4.41e+04	 3.55e+08	 4.23e+02	 -6.89	 4172	Yields
 4.50	 0.0001	  28	0.895	 4.05e-03	  20.1	 3.42e-03	 9.36e-01	 8.462638e-01	 3.45e+08	 8.57e+07	 9.04e+07	 9.03e+03	3.274	 4.38e+04	 3.57e+08	 4.25e+02	 -6.88	 4162	Yields
 4.50	 0.0001	  29	0.896	 4.05e-03	  20.0	 3.25e-03	 8.79e-01	 8.027102e-01	 3.45e+08	 8.54e+07	 9.01e+07	 9.08e+03	3.153	 4.35e+04	 3.79e+08	 4.26e+02	 -6.88	 4154	Yields
 4.50	 0.0001	  30	0.896	 4.05e-03	  20.4	 3.21e-03	 8.68e-01	 7.938764e-01	 3.45e+08	 8.49e+07	 8.98e+07	 9.05e+03	3.026	 4.30e+04	 3.91e+08	 4.26e+02	 -6.86	 4145	Yields
 4.50	 0.0001	  31	0.896	 4.04e-03	  20.6	 3.22e-03	 8.70e-01	 7.970078e-01	 3.48e+08	 8.44e+07	 8.94e+07	 9.00e+03	2.891	 4.24e+04	 3.85e+08	 4.25e+02	 -6.85	 4135	Yields
 4.50	 0.0001	  32	0.896	 4.03e-03	  21.1	 3.38e-03	 9.08e-01	 8.388941e-01	 3.50e+08	 8.38e+07	 8.91e+07	 9.02e+03	2.749	 4.16e+04	 4.09e+08	 4.24e+02	 -6.83	 4125	Yields
 4.50	 0.0001	  33	0.896	 4.02e-03	  21.7	 3.52e-03	 9.53e-01	 8.747775e-01	 3.49e+08	 8.30e+07	 8.86e+07	 8.89e+03	2.601	 4.07e+04	 3.94e+08	 4.23e+02	 -6.80	 4115	Yields
 4.50	 0.0001	  34	0.896	 3.99e-03	  21.7	 3.50e-03	 9.45e-01	 8.761485e-01	 3.47e+08	 8.21e+07	 8.81e+07	 8.88e+03	2.445	 3.95e+04	 3.92e+08	 4.19e+02	 -6.77	 4106	Yields
 4.50	 0.0001	  35	0.897	 3.99e-03	  22.5	 3.39e-03	 9.22e-01	 8.496209e-01	 3.52e+08	 8.10e+07	 8.76e+07	 8.79e+03	2.283	 3.81e+04	 3.99e+08	 4.15e+02	 -6.73	 4097	Yields
 4.50	 0.0001	  36	0.897	 3.97e-03	  22.9	 3.27e-03	 8.92e-01	 8.254924e-01	 3.49e+08	 7.94e+07	 8.70e+07	 8.77e+03	2.114	 3.66e+04	 3.83e+08	 4.09e+02	 -6.69	 4087	Yields
 4.50	 0.0001	  37	0.897	 3.93e-03	  23.5	 3.48e-03	 9.67e-01	 8.861497e-01	 3.47e+08	 7.72e+07	 8.62e+07	 8.59e+03	1.941	 3.47e+04	 3.57e+08	 4.01e+02	 -6.63	 4080	Yields
 4.50	 0.0001	  38	0.897	 3.92e-03	  23.9	 3.16e-03	 8.57e-01	 8.055618e-01	 3.46e+08	 7.43e+07	 8.55e+07	 8.80e+03	1.757	 3.28e+04	 3.85e+08	 3.92e+02	 -6.57	 4077	Yields
 4.50	 0.0001	  39	0.897	 3.99e-03	  26.0	 3.36e-03	 9.18e-01	 8.432020e-01	 3.52e+08	 6.90e+07	 8.46e+07	 8.89e+03	1.566	 3.03e+04	 4.16e+08	 3.79e+02	 -6.49	 4076	Yields
 4.50	 0.0001	  40	0.897	 2.57e-03	  78.0	 2.67e-03	 8.43e-01	 1.039225e+00	 3.38e+08	 5.05e+07	 8.31e+07	 8.07e+03	1.385	 2.77e+04	 1.41e+08	 3.63e+02	 -6.38	 4085	Yields
 4.50	 0.0001	  41	0.897	 3.19e-03	  19.0	 1.91e-03	 7.89e-01	 5.976679e-01	 3.45e+08	 1.88e+07	 8.10e+07	 6.72e+03	1.223	 2.57e+04	 1.05e+08	 3.49e+02	 -6.30	 4118	Yields
 5.00	 0.0001	   1	0.916	 1.88e-03	  30.5	 0.00e+00	 0.00e+00	 0.000000e+00	 2.28e+08	 1.35e+07	 9.37e+07	 0.00e+00	4.968	 1.78e+04	 7.96e+04	 2.21e+02	 -5.91	 4569	Yields
 5.00	 0.0001	   2	0.917	 2.45e-03	  24.3	 1.07e-04	 1.47e-01	 4.354486e-02	 2.44e+08	 1.70e+07	 9.57e+07	 3.72e+03	4.967	 1.87e+04	 2.48e+05	 2.28e+02	 -5.96	 4550	Yields
 5.00	 0.0001	   3	0.918	 2.51e-03	  21.0	 4.64e-04	 5.33e-01	 1.848071e-01	 2.55e+08	 2.03e+07	 9.74e+07	 4.05e+03	4.966	 1.94e+04	 4.40e+05	 2.33e+02	 -6.00	 4546	Yields
 5.00	 0.0001	   4	0.918	 2.57e-03	  17.7	 3.69e-04	 3.61e-01	 1.433770e-01	 2.66e+08	 2.53e+07	 9.81e+07	 4.18e+03	4.965	 2.03e+04	 7.69e+05	 2.39e+02	 -6.05	 4533	Yields
 5.00	 0.0001	   5	0.919	 2.59e-03	  16.9	 5.41e-04	 4.79e-01	 2.085947e-01	 2.74e+08	 3.01e+07	 9.86e+07	 4.50e+03	4.964	 2.11e+04	 1.26e+06	 2.45e+02	 -6.09	 4526	Yields
 5.00	 0.0001	   6	0.920	 2.61e-03	  15.8	 8.31e-04	 6.65e-01	 3.182565e-01	 2.82e+08	 3.78e+07	 9.84e+07	 4.61e+03	4.962	 2.20e+04	 2.02e+06	 2.52e+02	 -6.14	 4513	Yields
 5.00	 0.0001	   7	0.920	 2.67e-03	  15.2	 1.29e-03	 9.27e-01	 4.822367e-01	 2.90e+08	 4.87e+07	 9.78e+07	 4.66e+03	4.960	 2.33e+04	 3.44e+06	 2.61e+02	 -6.20	 4500	Yields
 5.00	 0.0001	   8	0.921	 2.72e-03	  14.4	 1.49e-03	 9.06e-01	 5.477654e-01	 2.99e+08	 6.48e+07	 9.72e+07	 4.95e+03	4.957	 2.56e+04	 5.86e+06	 2.77e+02	 -6.30	 4511	Yields
 5.00	 0.0001	   9	0.921	 2.76e-03	  14.8	 1.70e-03	 9.52e-01	 6.148193e-01	 3.05e+08	 7.61e+07	 9.69e+07	 5.07e+03	4.952	 2.91e+04	 9.17e+06	 3.00e+02	 -6.44	 4505	Yields
 5.00	 0.0001	  10	0.921	 2.79e-03	  14.6	 1.79e-03	 9.23e-01	 6.438133e-01	 3.11e+08	 8.45e+07	 9.71e+07	 5.30e+03	4.946	 3.18e+04	 1.35e+07	 3.18e+02	 -6.53	 4502	Yields
 5.00	 0.0001	  11	0.921	 2.80e-03	  14.8	 1.91e-03	 9.37e-01	 6.829927e-01	 3.16e+08	 8.79e+07	 9.73e+07	 5.45e+03	4.937	 3.31e+04	 1.82e+07	 3.26e+02	 -6.58	 4461	Yields
 5.00	 0.0001	  12	0.922	 2.85e-03	  14.5	 1.97e-03	 9.17e-01	 6.898273e-01	 3.21e+08	 8.96e+07	 9.74e+07	 5.62e+03	4.927	 3.54e+04	 2.55e+07	 3.41e+02	 -6.65	 4440	Yields
 5.00	 0.0001	  13	0.922	 2.89e-03	  13.6	 2.01e-03	 9.11e-01	 6.955724e-01	 3.24e+08	 9.06e+07	 9.74e+07	 5.70e+03	4.914	 3.73e+04	 3.29e+07	 3.52e+02	 -6.71	 4386	Yields
 5.00	 0.0001	  14	0.922	 2.92e-03	  14.5	 2.07e-03	 9.25e-01	 7.099007e-01	 3.29e+08	 9.11e+07	 9.74e+07	 5.73e+03	4.898	 3.90e+04	 4.10e+07	 3.63e+02	 -6.76	 4361	Yields
 5.00	 0.0001	  15	0.922	 2.97e-03	  13.4	 2.25e-03	 9.47e-01	 7.594802e-01	 3.34e+08	 9.16e+07	 9.74e+07	 5.99e+03	4.879	 4.15e+04	 5.36e+07	 3.78e+02	 -6.83	 4378	Yields
 5.00	 0.0001	  16	0.922	 3.02e-03	  11.5	 2.32e-03	 9.46e-01	 7.663564e-01	 3.35e+08	 9.20e+07	 9.73e+07	 6.10e+03	4.858	 4.30e+04	 7.00e+07	 3.87e+02	 -6.87	 4360	Yields
 5.00	 0.0001	  17	0.923	 3.02e-03	  12.4	 2.38e-03	 9.59e-01	 7.854187e-01	 3.40e+08	 9.22e+07	 9.73e+07	 6.13e+03	4.833	 4.44e+04	 7.91e+07	 3.95e+02	 -6.90	 4339	Yields
 5.00	 0.0001	  18	0.923	 3.02e-03	  12.9	 2.30e-03	 8.98e-01	 7.599487e-01	 3.42e+08	 9.23e+07	 9.72e+07	 6.27e+03	4.805	 4.58e+04	 8.67e+07	 4.03e+02	 -6.93	 4326	Yields
 5.00	 0.0001	  19	0.923	 3.02e-03	  12.5	 2.31e-03	 8.95e-01	 7.643958e-01	 3.42e+08	 9.24e+07	 9.71e+07	 6.28e+03	4.773	 4.69e+04	 9.75e+07	 4.10e+02	 -6.96	 4301	Yields
 5.00	 0.0001	  20	0.923	 3.02e-03	  11.8	 2.32e-03	 9.00e-01	 7.661713e-01	 3.42e+08	 9.24e+07	 9.69e+07	 6.23e+03	4.740	 4.79e+04	 1.06e+08	 4.16e+02	 -6.98	 4286	Yields
 5.00	 0.0001	  21	0.923	 3.04e-03	  13.5	 2.52e-03	 9.48e-01	 8.276322e-01	 3.40e+08	 9.25e+07	 9.68e+07	 6.37e+03	4.702	 4.90e+04	 1.18e+08	 4.23e+02	 -7.01	 4283	Yields
 5.00	 0.0001	  22	0.924	 3.04e-03	  14.2	 2.52e-03	 9.34e-01	 8.260546e-01	 3.47e+08	 9.25e+07	 9.67e+07	 6.43e+03	4.660	 4.99e+04	 1.30e+08	 4.29e+02	 -7.03	 4281	Yields
 5.00	 0.0001	  23	0.924	 3.05e-03	  13.7	 2.29e-03	 8.49e-01	 7.523023e-01	 3.38e+08	 9.24e+07	 9.65e+07	 6.41e+03	4.616	 5.06e+04	 1.39e+08	 4.34e+02	 -7.04	 4265	Yields
 5.00	 0.0001	  24	0.924	 3.05e-03	  13.3	 2.41e-03	 9.03e-01	 7.884867e-01	 3.43e+08	 9.23e+07	 9.64e+07	 6.29e+03	4.569	 5.10e+04	 1.47e+08	 4.37e+02	 -7.05	 4255	Yields
 5.00	 0.0001	  25	0.924	 3.05e-03	  14.0	 2.56e-03	 9.49e-01	 8.390262e-01	 3.41e+08	 9.22e+07	 9.62e+07	 6.34e+03	4.519	 5.16e+04	 1.57e+08	 4.41e+02	 -7.06	 4249	Yields
 5.00	 0.0001	  26	0.924	 3.05e-03	  13.7	 2.56e-03	 9.37e-01	 8.372710e-01	 3.46e+08	 9.21e+07	 9.61e+07	 6.38e+03	4.466	 5.21e+04	 1.64e+08	 4.45e+02	 -7.07	 4244	Yields
 5.00	 0.0001	  27	0.924	 3.05e-03	  14.2	 2.55e-03	 9.37e-01	 8.373066e-01	 3.51e+08	 9.20e+07	 9.59e+07	 6.35e+03	4.409	 5.25e+04	 1.72e+08	 4.48e+02	 -7.08	 4235	Yields
 5.00	 0.0001	  28	0.925	 3.04e-03	  14.3	 2.43e-03	 8.93e-01	 7.980378e-01	 3.47e+08	 9.19e+07	 9.57e+07	 6.31e+03	4.350	 5.29e+04	 1.75e+08	 4.51e+02	 -7.09	 4226	Yields
 5.00	 0.0001	  29	0.925	 3.04e-03	  14.2	 2.44e-03	 8.96e-01	 8.018881e-01	 3.47e+08	 9.17e+07	 9.55e+07	 6.28e+03	4.287	 5.31e+04	 1.80e+08	 4.53e+02	 -7.09	 4222	Yields
 5.00	 0.0001	  30	0.925	 3.04e-03	  14.0	 2.42e-03	 8.86e-01	 7.957139e-01	 3.46e+08	 9.15e+07	 9.54e+07	 6.28e+03	4.221	 5.32e+04	 1.88e+08	 4.56e+02	 -7.10	 4218	Yields
 5.00	 0.0001	  31	0.925	 3.03e-03	  14.2	 2.57e-03	 9.43e-01	 8.462415e-01	 3.49e+08	 9.14e+07	 9.52e+07	 6.24e+03	4.152	 5.33e+04	 1.92e+08	 4.58e+02	 -7.10	 4210	Yields
 5.00	 0.0001	  32	0.925	 3.02e-03	  14.6	 2.56e-03	 9.40e-01	 8.473809e-01	 3.46e+08	 9.12e+07	 9.50e+07	 6.21e+03	4.080	 5.33e+04	 1.92e+08	 4.59e+02	 -7.10	 4203	Yields
 5.00	 0.0001	  33	0.925	 3.01e-03	  14.1	 2.56e-03	 9.43e-01	 8.498071e-01	 3.54e+08	 9.10e+07	 9.48e+07	 6.18e+03	4.006	 5.33e+04	 1.97e+08	 4.61e+02	 -7.10	 4197	Yields
 5.00	 0.0001	  34	0.926	 3.00e-03	  13.9	 2.57e-03	 9.46e-01	 8.572308e-01	 3.49e+08	 9.07e+07	 9.46e+07	 6.17e+03	3.928	 5.33e+04	 1.97e+08	 4.63e+02	 -7.10	 4189	Yields
 5.00	 0.0001	  35	0.926	 3.00e-03	  15.1	 2.55e-03	 9.36e-01	 8.522511e-01	 3.49e+08	 9.05e+07	 9.44e+07	 6.17e+03	3.846	 5.31e+04	 2.02e+08	 4.64e+02	 -7.09	 4185	Yields
 5.00	 0.0001	  36	0.926	 3.00e-03	  14.3	 2.55e-03	 9.40e-01	 8.504153e-01	 3.52e+08	 9.03e+07	 9.42e+07	 6.11e+03	3.762	 5.28e+04	 2.07e+08	 4.64e+02	 -7.09	 4177	Yields
 5.00	 0.0001	  37	0.926	 3.00e-03	  15.0	 2.56e-03	 9.49e-01	 8.521810e-01	 3.57e+08	 9.00e+07	 9.39e+07	 6.06e+03	3.674	 5.25e+04	 2.16e+08	 4.64e+02	 -7.08	 4170	Yields
 5.00	 0.0001	  38	0.926	 3.01e-03	  14.8	 2.56e-03	 9.44e-01	 8.500158e-01	 3.58e+08	 8.98e+07	 9.37e+07	 6.07e+03	3.584	 5.22e+04	 2.21e+08	 4.65e+02	 -7.07	 4164	Yields
 5.00	 0.0001	  39	0.926	 3.00e-03	  14.5	 2.58e-03	 9.49e-01	 8.581432e-01	 3.50e+08	 8.94e+07	 9.35e+07	 6.07e+03	3.489	 5.18e+04	 2.26e+08	 4.64e+02	 -7.07	 4158	Yields
 5.00	 0.0001	  40	0.926	 3.02e-03	  14.7	 2.59e-03	 9.45e-01	 8.571597e-01	 3.61e+08	 8.91e+07	 9.33e+07	 6.11e+03	3.390	 5.13e+04	 2.36e+08	 4.64e+02	 -7.05	 4151	Yields
 5.00	 0.0001	  41	0.927	 3.03e-03	  14.7	 2.66e-03	 9.66e-01	 8.781479e-01	 3.54e+08	 8.88e+07	 9.30e+07	 6.12e+03	3.287	 5.07e+04	 2.51e+08	 4.64e+02	 -7.04	 4145	Yields
 5.00	 0.0001	  42	0.927	 3.05e-03	  14.6	 2.66e-03	 9.35e-01	 8.721023e-01	 3.51e+08	 8.84e+07	 9.27e+07	 6.29e+03	3.177	 5.02e+04	 2.66e+08	 4.64e+02	 -7.03	 4141	Yields
 5.00	 0.0001	  43	0.927	 3.07e-03	  15.2	 2.68e-03	 9.44e-01	 8.728600e-01	 3.52e+08	 8.80e+07	 9.25e+07	 6.26e+03	3.063	 4.94e+04	 2.79e+08	 4.62e+02	 -7.01	 4131	Yields
 5.00	 0.0001	  44	0.927	 3.07e-03	  14.9	 2.63e-03	 9.27e-01	 8.567992e-01	 3.56e+08	 8.75e+07	 9.21e+07	 6.24e+03	2.946	 4.85e+04	 2.84e+08	 4.60e+02	 -6.99	 4122	Yields
 5.00	 0.0001	  45	0.927	 3.06e-03	  15.5	 2.62e-03	 9.38e-01	 8.574240e-01	 3.54e+08	 8.70e+07	 9.18e+07	 6.12e+03	2.826	 4.74e+04	 2.77e+08	 4.57e+02	 -6.97	 4115	Yields
 5.00	 0.0001	  46	0.927	 3.04e-03	  15.8	 2.61e-03	 9.44e-01	 8.571148e-01	 3.63e+08	 8.63e+07	 9.14e+07	 6.03e+03	2.704	 4.64e+04	 2.73e+08	 4.54e+02	 -6.95	 4107	Yields
 5.00	 0.0001	  47	0.928	 3.00e-03	  16.0	 2.40e-03	 8.86e-01	 8.000795e-01	 3.61e+08	 8.56e+07	 9.10e+07	 5.91e+03	2.581	 4.52e+04	 2.56e+08	 4.51e+02	 -6.92	 4101	Yields
 5.00	 0.0001	  48	0.928	 2.94e-03	  15.1	 2.47e-03	 9.26e-01	 8.400276e-01	 3.54e+08	 8.48e+07	 9.05e+07	 5.80e+03	2.456	 4.38e+04	 2.28e+08	 4.46e+02	 -6.88	 4095	Yields
 5.00	 0.0001	  49	0.928	 2.92e-03	  15.5	 2.44e-03	 9.33e-01	 8.365858e-01	 3.59e+08	 8.39e+07	 9.00e+07	 5.68e+03	2.331	 4.23e+04	 2.19e+08	 4.40e+02	 -6.85	 4087	Yields
 5.00	 0.0001	  50	0.928	 2.88e-03	  15.5	 2.41e-03	 9.31e-01	 8.382304e-01	 3.56e+08	 8.27e+07	 8.95e+07	 5.62e+03	2.203	 4.09e+04	 2.00e+08	 4.35e+02	 -6.81	 4083	Yields
 5.00	 0.0001	  51	0.928	 2.90e-03	  15.4	 2.42e-03	 9.20e-01	 8.331621e-01	 3.55e+08	 8.13e+07	 8.90e+07	 5.69e+03	2.071	 3.93e+04	 2.13e+08	 4.28e+02	 -6.77	 4080	Yields
